it time dt v sum(n_e) sum(n_i) sum(charge) max(E) x y max(n_e) x y max(E_r) x y min(E_r) voltage ne_zmin ne_zmax max(Etip) x y wc_time n_cells min(dx) highest(lvl) 
     0  0.00000000E+00  0.10000000E-13  0.00000000E+00  0.19764145E+12  0.19764145E+12  0.00000000E+00  0.20000000E+07  0.84960937E-03  0.11534180E+00  0.50000000E+20  0.29296875E-04  0.11862305E+00  0.34769376E-05  0.10839844E-02  0.11721680E+00 -0.29802322E-05  0.24000000E+06  0.11622070E+00  0.11956055E+00  0.20000000E+07  0.84960937E-03  0.11534180E+00  0.00000000E+00       20800  0.58593750E-04  6
     1  0.20000000E-09  0.14765586E-10  0.59702492E+07  0.19524763E+12  0.19763827E+12  0.10940090E+10  0.62532329E+07  0.65917969E-04  0.11624268E+00  0.49854401E+20  0.14648437E-04  0.11664551E+00  0.32820457E+07  0.65917969E-03  0.11658691E+00 -0.88284456E+02  0.24000000E+06  0.11619873E+00  0.11956055E+00  0.62532329E+07  0.65917969E-04  0.11624268E+00  0.24709715E+00       23104  0.14648437E-04  8
     2  0.40000000E-09  0.65724233E-11  0.12947512E+06  0.19379116E+12  0.19766732E+12  0.19900470E+10  0.84322286E+07  0.91552734E-04  0.11624634E+00  0.49743619E+20  0.18310547E-03  0.11671143E+00  0.50513450E+07  0.65185547E-03  0.11659424E+00 -0.00000000E+00  0.24000000E+06  0.11623169E+00  0.11956055E+00  0.84322286E+07  0.91552734E-04  0.11624634E+00  0.74214610E+00       30208  0.73242187E-05  9
     3  0.60000000E-09  0.24630220E-11  0.19247860E+06  0.19266448E+12  0.19765492E+12  0.26835483E+10  0.99650272E+07  0.53100586E-04  0.11624451E+00  0.49617304E+20  0.33691406E-03  0.11687988E+00  0.61809290E+07  0.64819336E-03  0.11659790E+00 -0.00000000E+00  0.24000000E+06  0.11621155E+00  0.11956055E+00  0.99650272E+07  0.53100586E-04  0.11624451E+00  0.15093377E+01       34816  0.36621094E-05 10
     4  0.80000000E-09  0.23072725E-11  0.51790047E+05  0.19176362E+12  0.19770000E+12  0.31972132E+10  0.10892225E+08  0.45776367E-04  0.11623718E+00  0.49473214E+20  0.43945312E-04  0.11705566E+00  0.69386492E+07  0.70678711E-03  0.11670776E+00 -0.27635356E+05  0.24000000E+06  0.11615295E+00  0.11956055E+00  0.10892225E+08  0.45776367E-04  0.11623718E+00  0.31543335E+01       42496  0.36621094E-05 10
     5  0.10000000E-08  0.22289421E-11  0.33762980E+06  0.19146796E+12  0.19816351E+12  0.35669941E+10  0.11999139E+08  0.18310547E-05  0.11618591E+00  0.49308097E+20  0.29296875E-04  0.11733398E+00  0.74298609E+07  0.70678711E-03  0.11670776E+00 -0.14656254E+06  0.24000000E+06  0.11607605E+00  0.11956055E+00  0.11999139E+08  0.18310547E-05  0.11618591E+00  0.50431936E+01       46528  0.36621094E-05 10
     6  0.12000000E-08  0.21368739E-11  0.43945313E+06  0.19221836E+12  0.19941916E+12  0.38351913E+10  0.13188565E+08  0.18310547E-05  0.11609802E+00  0.51716676E+20  0.18310547E-05  0.11616760E+00  0.75635035E+07  0.70678711E-03  0.11670776E+00 -0.28893244E+06  0.24000000E+06  0.11595886E+00  0.11956055E+00  0.13188565E+08  0.18310547E-05  0.11609802E+00  0.71193338E+01       49792  0.36621094E-05 10
     7  0.14000000E-08  0.78200196E-12  0.64546301E+06  0.19430314E+12  0.20171058E+12  0.40407878E+10  0.14452826E+08  0.91552734E-06  0.11596893E+00  0.80706822E+20  0.18310547E-05  0.11604309E+00  0.74051953E+07  0.70678711E-03  0.11670776E+00 -0.51524577E+06  0.24000000E+06  0.11581238E+00  0.11956055E+00  0.14452826E+08  0.91552734E-06  0.11596893E+00  0.95656531E+01       53248  0.18310547E-05 11
     8  0.16000000E-08  0.72777114E-12  0.81481934E+06  0.19764701E+12  0.20499203E+12  0.42130170E+10  0.15755773E+08  0.91552734E-06  0.11580597E+00  0.11299826E+21  0.18310547E-05  0.11587830E+00  0.75609155E+07  0.40100098E-03  0.11606506E+00 -0.55382460E+06  0.24000000E+06  0.11563660E+00  0.11956055E+00  0.15755773E+08  0.91552734E-06  0.11580597E+00  0.15688455E+02       59008  0.18310547E-05 11
     9  0.18000000E-08  0.69269703E-12  0.97961426E+06  0.20220739E+12  0.20923077E+12  0.43713526E+10  0.16846523E+08  0.91552734E-06  0.11561005E+00  0.14298209E+21  0.18310547E-05  0.11568787E+00  0.80839781E+07  0.23986816E-03  0.11572449E+00 -0.55976661E+06  0.24000000E+06  0.11543518E+00  0.11956055E+00  0.16846523E+08  0.91552734E-06  0.11561005E+00  0.22446975E+02       62464  0.18310547E-05 11
