it time dt v sum(n_e) sum(n_i) sum(charge) max(E) x y max(n_e) x y max(E_r) x y min(E_r) voltage ne_zmin ne_zmax max(Etip) x y wc_time n_cells min(dx) highest(lvl) 
     0  0.00000000E+00  0.10000000E-13  0.00000000E+00  0.54286141E+09  0.54286141E+09  0.11920929E-06  0.13358642E+08  0.18310547E-05  0.10679993E+00  0.10000000E+12  0.60468750E-01  0.46875000E-03  0.13900611E+06  0.11956787E-02  0.10798645E+00 -0.99795411E+07 -0.12687840E+06  0.12000000E+00  0.00000000E+00  0.10568653E+07  0.11953125E+00  0.11296875E+00  0.00000000E+00      136192  0.36621094E-05 10
     1  0.10000000E-08  0.24329308E-11  0.11315918E+07  0.13706378E+12  0.99221684E+11 -0.91455639E+10  0.99383620E+07  0.18310547E-05  0.10566833E+00  0.43078441E+20  0.15380859E-03  0.10682373E+00  0.69261512E+05  0.11901855E-02  0.10827759E+00 -0.74792878E+07 -0.12687840E+06  0.10537720E+00  0.10822632E+00  0.99383620E+07  0.18310547E-05  0.10566833E+00  0.15645725E+02      128896  0.36621094E-05 10
     2  0.20000000E-08  0.64551274E-11  0.12139906E+07  0.26733931E+12  0.19461554E+12 -0.15291280E+11  0.87102539E+07  0.36621094E-05  0.10445435E+00  0.42555878E+20  0.15380859E-03  0.10682373E+00  0.25782355E+04  0.12084961E-02  0.10787842E+00 -0.64007071E+07 -0.12687840E+06  0.10416870E+00  0.10852295E+00  0.87102539E+07  0.36621094E-05  0.10445435E+00  0.22852641E+02      117568  0.73242187E-05  9
     3  0.30000000E-08  0.67652766E-11  0.10180664E+07  0.35253136E+12  0.25747673E+12 -0.20228009E+11  0.82673257E+07  0.36621094E-05  0.10343628E+00  0.42091892E+20  0.15380859E-03  0.10682373E+00  0.19612184E+05  0.12084961E-02  0.10798096E+00 -0.57432411E+07 -0.12687840E+06  0.10316528E+00  0.10864014E+00  0.82673257E+07  0.36621094E-05  0.10343628E+00  0.27450079E+02      115264  0.73242187E-05  9
     4  0.40000000E-08  0.69013086E-11  0.93017578E+06  0.41701195E+12  0.30601140E+12 -0.24529493E+11  0.81075220E+07  0.36621094E-05  0.10250610E+00  0.41642431E+20  0.15380859E-03  0.10682373E+00  0.60208054E+05  0.16113281E-02  0.10508789E+00 -0.52710288E+07 -0.12687840E+06  0.10224243E+00  0.10887451E+00  0.81075220E+07  0.36621094E-05  0.10250610E+00  0.31743591E+02      113728  0.73242187E-05  9
     5  0.50000000E-08  0.69263174E-11  0.90087891E+06  0.47016288E+12  0.34701497E+12 -0.28436948E+11  0.80875635E+07  0.36621094E-05  0.10160522E+00  0.41200575E+20  0.15380859E-03  0.10682373E+00  0.10416899E+06  0.17871094E-02  0.10491211E+00 -0.48946043E+07 -0.12687840E+06  0.10134521E+00  0.10899170E+00  0.80875635E+07  0.36621094E-05  0.10160522E+00  0.36209459E+02      112000  0.73242187E-05  9
     6  0.60000000E-08  0.68941334E-11  0.88623047E+06  0.51647942E+12  0.38368884E+12 -0.32075480E+11  0.81470528E+07  0.36621094E-05  0.10071899E+00  0.40757136E+20  0.15380859E-03  0.10682373E+00  0.13190740E+06  0.19628906E-02  0.10479492E+00 -0.45981346E+07 -0.12687840E+06  0.10046997E+00  0.10910889E+00  0.81470528E+07  0.36621094E-05  0.10071899E+00  0.40420108E+02      111616  0.73242187E-05  9
     7  0.70000000E-08  0.68362136E-11  0.88623047E+06  0.55860834E+12  0.41790485E+12 -0.35518118E+11  0.82453663E+07  0.36621094E-05  0.99832764E-01  0.40316883E+20  0.15380859E-03  0.10682373E+00  0.15288672E+06  0.20214844E-02  0.10473633E+00 -0.43259563E+07 -0.12687840E+06  0.99583740E-01  0.10934326E+00  0.82453663E+07  0.36621094E-05  0.99832764E-01  0.44605834E+02      112192  0.73242187E-05  9
     8  0.80000000E-08  0.67727716E-11  0.90087891E+06  0.59822888E+12  0.45083738E+12 -0.38813457E+11  0.83591613E+07  0.36621094E-05  0.98931885E-01  0.39877187E+20  0.15380859E-03  0.10682373E+00  0.17004555E+06  0.21386719E-02  0.10461914E+00 -0.42698223E+07 -0.12687840E+06  0.98682861E-01  0.10946045E+00  0.83591613E+07  0.36621094E-05  0.98931885E-01  0.48864259E+02      112576  0.73242187E-05  9
     9  0.90000000E-08  0.67119671E-11  0.91552734E+06  0.63636678E+12  0.48319217E+12 -0.41992512E+11  0.84730615E+07  0.36621094E-05  0.98016357E-01  0.39434398E+20  0.15380859E-03  0.10682373E+00  0.16821739E+06  0.21679687E-02  0.10458984E+00 -0.43523796E+07 -0.12687840E+06  0.97767334E-01  0.10957764E+00  0.84730615E+07  0.36621094E-05  0.98016357E-01  0.53129077E+02      112768  0.73242187E-05  9
    10  0.10000000E-07  0.66486883E-11  0.93017578E+06  0.67362553E+12  0.51536902E+12 -0.45079933E+11  0.85759033E+07  0.36621094E-05  0.97086182E-01  0.38996536E+20  0.15380859E-03  0.10682373E+00  0.18486363E+06  0.22851562E-02  0.10447266E+00 -0.44203070E+07 -0.12687840E+06  0.96844482E-01  0.10981201E+00  0.85759033E+07  0.36621094E-05  0.97086182E-01  0.57444647E+02      113536  0.73242187E-05  9
    11  0.11000000E-07  0.65995540E-11  0.93750000E+06  0.71034778E+12  0.54758305E+12 -0.48093098E+11  0.86551778E+07  0.36621094E-05  0.96148682E-01  0.38560193E+20  0.15380859E-03  0.10682373E+00  0.18532815E+06  0.22851562E-02  0.10447266E+00 -0.44923772E+07 -0.12687840E+06  0.95899658E-01  0.10992920E+00  0.86551778E+07  0.36621094E-05  0.96148682E-01  0.61875841E+02      112960  0.73242187E-05  9
    12  0.12000000E-07  0.65664119E-11  0.95214844E+06  0.74669061E+12  0.57991637E+12 -0.51045417E+11  0.87086492E+07  0.36621094E-05  0.95196533E-01  0.38131350E+20  0.15380859E-03  0.10682373E+00  0.19411126E+06  0.24023437E-02  0.10435547E+00 -0.45674816E+07 -0.12687840E+06  0.94947510E-01  0.11016357E+00  0.87086492E+07  0.36621094E-05  0.95196533E-01  0.66284106E+02      112768  0.73242187E-05  9
    13  0.13000000E-07  0.65477164E-11  0.95947266E+06  0.78267230E+12  0.61235096E+12 -0.53944732E+11  0.87370004E+07  0.36621094E-05  0.94237061E-01  0.37701729E+20  0.15380859E-03  0.10682373E+00  0.20032589E+06  0.24023437E-02  0.10435547E+00 -0.46086827E+07 -0.12687840E+06  0.93995361E-01  0.11028076E+00  0.87370004E+07  0.36621094E-05  0.94237061E-01  0.70725654E+02      112960  0.73242187E-05  9
    14  0.14000000E-07  0.65365166E-11  0.95947266E+06  0.81822535E+12  0.64480768E+12 -0.56798406E+11  0.87400041E+07  0.36621094E-05  0.93277588E-01  0.37278174E+20  0.15380859E-03  0.10682373E+00  0.20284336E+06  0.24023437E-02  0.10447266E+00 -0.46303121E+07 -0.12687840E+06  0.93035889E-01  0.11039795E+00  0.87400041E+07  0.36621094E-05  0.93277588E-01  0.75132807E+02      113152  0.73242187E-05  9
    15  0.15000000E-07  0.65386397E-11  0.95947266E+06  0.85326008E+12  0.67719487E+12 -0.59612636E+11  0.87224440E+07  0.36621094E-05  0.92318115E-01  0.36858316E+20  0.15380859E-03  0.10682373E+00  0.20534759E+06  0.24023437E-02  0.10447266E+00 -0.46508378E+07 -0.12687840E+06  0.92076416E-01  0.11063232E+00  0.87224440E+07  0.36621094E-05  0.92318115E-01  0.79604855E+02      112960  0.73242187E-05  9
    16  0.16000000E-07  0.65520194E-11  0.95947266E+06  0.88768458E+12  0.70942330E+12 -0.62390966E+11  0.86902635E+07  0.36621094E-05  0.91358643E-01  0.36442234E+20  0.15380859E-03  0.10682373E+00  0.21022554E+06  0.25195313E-02  0.10435547E+00 -0.46587554E+07 -0.12687840E+06  0.91116943E-01  0.11074951E+00  0.86902635E+07  0.36621094E-05  0.91358643E-01  0.84093709E+02      113344  0.73242187E-05  9
    17  0.17000000E-07  0.65709785E-11  0.94482422E+06  0.92140594E+12  0.74140667E+12 -0.65135460E+11  0.86529365E+07  0.36621094E-05  0.90413818E-01  0.36030226E+20  0.15380859E-03  0.10682373E+00  0.21755624E+06  0.25195313E-02  0.10435547E+00 -0.46492128E+07 -0.12687840E+06  0.90164795E-01  0.11098389E+00  0.86529365E+07  0.36621094E-05  0.90413818E-01  0.88511062E+02      113536  0.73242187E-05  9
    18  0.18000000E-07  0.65897104E-11  0.94482422E+06  0.95435710E+12  0.77308136E+12 -0.67848463E+11  0.86215813E+07  0.36621094E-05  0.89468994E-01  0.35622701E+20  0.15380859E-03  0.10682373E+00  0.22443462E+06  0.25195313E-02  0.10435547E+00 -0.46291946E+07 -0.12687840E+06  0.89227295E-01  0.11110107E+00  0.86215813E+07  0.36621094E-05  0.89468994E-01  0.93018715E+02      113728  0.73242187E-05  9
    19  0.19000000E-07  0.66047875E-11  0.93750000E+06  0.98651740E+12  0.80442296E+12 -0.70531503E+11  0.85971730E+07  0.36621094E-05  0.88531494E-01  0.35222536E+20  0.15380859E-03  0.10682373E+00  0.23143624E+06  0.25195313E-02  0.10435547E+00 -0.46062409E+07 -0.12687840E+06  0.88282471E-01  0.11133545E+00  0.85971730E+07  0.36621094E-05  0.88531494E-01  0.97435170E+02      113920  0.73242187E-05  9
    20  0.20000000E-07  0.66159828E-11  0.93750000E+06  0.10179099E+13  0.83544357E+12 -0.73185902E+11  0.85892156E+07  0.36621094E-05  0.87593994E-01  0.34824606E+20  0.15380859E-03  0.10682373E+00  0.23862446E+06  0.25195313E-02  0.10435547E+00 -0.45849068E+07 -0.12687840E+06  0.87352295E-01  0.11145264E+00  0.85892156E+07  0.36621094E-05  0.87593994E-01  0.10194416E+03      114112  0.73242187E-05  9
    21  0.21000000E-07  0.66201944E-11  0.93017578E+06  0.10485938E+13  0.86618420E+12 -0.75812979E+11  0.85920023E+07  0.36621094E-05  0.86663818E-01  0.34431680E+20  0.15380859E-03  0.10682373E+00  0.24587408E+06  0.25195313E-02  0.10435547E+00 -0.45666125E+07 -0.12687840E+06  0.86422119E-01  0.11168701E+00  0.85920023E+07  0.36621094E-05  0.86663818E-01  0.10639613E+03      114880  0.73242187E-05  9
    22  0.22000000E-07  0.66168870E-11  0.93750000E+06  0.10786497E+13  0.89670337E+12 -0.78414128E+11  0.86096569E+07  0.36621094E-05  0.85726318E-01  0.34043827E+20  0.15380859E-03  0.10682373E+00  0.25292959E+06  0.25195313E-02  0.10435547E+00 -0.45545605E+07 -0.12687840E+06  0.85484619E-01  0.11180420E+00  0.86096569E+07  0.36621094E-05  0.85726318E-01  0.11093411E+03      114880  0.73242187E-05  9
    23  0.23000000E-07  0.66054735E-11  0.93017578E+06  0.11081729E+13  0.92707230E+12 -0.80990141E+11  0.86407430E+07  0.36621094E-05  0.84796143E-01  0.33661042E+20  0.15380859E-03  0.10682373E+00  0.25985174E+06  0.25195313E-02  0.10435547E+00 -0.45491475E+07 -0.12687840E+06  0.84554443E-01  0.11203857E+00  0.86407430E+07  0.36621094E-05  0.84796143E-01  0.11544530E+03      114880  0.73242187E-05  9
    24  0.24000000E-07  0.65874318E-11  0.93750000E+06  0.11372661E+13  0.95736912E+12 -0.83541784E+11  0.86762159E+07  0.36621094E-05  0.83858643E-01  0.33283261E+20  0.15380859E-03  0.10682373E+00  0.26664015E+06  0.25195313E-02  0.10435547E+00 -0.45538752E+07 -0.12687840E+06  0.83616943E-01  0.11215576E+00  0.86762159E+07  0.36621094E-05  0.83858643E-01  0.11990848E+03      115648  0.73242187E-05  9
    25  0.25000000E-07  0.65681803E-11  0.94482422E+06  0.11660210E+13  0.98766357E+12 -0.86069462E+11  0.87086812E+07  0.36621094E-05  0.82913818E-01  0.32907836E+20  0.15380859E-03  0.10682373E+00  0.27329945E+06  0.25195313E-02  0.10435547E+00 -0.45694153E+07 -0.12687840E+06  0.82679443E-01  0.11239014E+00  0.87086812E+07  0.36621094E-05  0.82913818E-01  0.12444691E+03      116224  0.73242187E-05  9
    26  0.26000000E-07  0.65506236E-11  0.94482422E+06  0.11945023E+13  0.10180037E+13 -0.88573712E+11  0.87296916E+07  0.36621094E-05  0.81968994E-01  0.32539392E+20  0.15380859E-03  0.10682373E+00  0.27978974E+06  0.25195313E-02  0.10435547E+00 -0.45934541E+07 -0.12687840E+06  0.81734619E-01  0.11250732E+00  0.87296916E+07  0.36621094E-05  0.81968994E-01  0.12898200E+03      116416  0.73242187E-05  9
