it time dt v sum(n_e) sum(n_i) sum(charge) max(E) x y max(n_e) x y max(E_r) x y min(E_r) voltage ne_zmin ne_zmax max(Etip) x y wc_time n_cells min(dx) highest(lvl) 
     0  0.00000000E+00  0.10000000E-13  0.00000000E+00  0.54286141E+09  0.54286141E+09  0.00000000E+00  0.13133732E+08  0.18310547E-05  0.10679993E+00  0.10000000E+12  0.60468750E-01  0.45468750E-01  0.13666583E+06  0.11956787E-02  0.10798645E+00 -0.98115240E+07 -0.12474240E+06  0.12000000E+00  0.00000000E+00  0.10390729E+07  0.11953125E+00  0.11296875E+00  0.00000000E+00      134080  0.36621094E-05 10
     1  0.20000000E-09  0.19382858E-11  0.00000000E+00  0.55326495E+09  0.55062465E+09 -0.20545586E+07  0.13103478E+08  0.18310547E-05  0.10679993E+00  0.32677967E+18  0.18310547E-05  0.10679993E+00  0.13666510E+06  0.11956787E-02  0.10798645E+00 -0.98112855E+07 -0.12474240E+06  0.10671936E+00  0.10725769E+00  0.13103478E+08  0.18310547E-05  0.10679993E+00  0.29839226E+01      134080  0.36621094E-05 10
     2  0.40000000E-09  0.21207456E-11  0.10986328E+07  0.20121016E+11  0.13548243E+11 -0.30830872E+10  0.11969252E+08  0.18310547E-05  0.10658020E+00  0.42888710E+20  0.26000977E-03  0.10683472E+00  0.13309793E+06  0.11956787E-02  0.10798645E+00 -0.91144204E+07 -0.12474240E+06  0.10639343E+00  0.10784363E+00  0.11969252E+08  0.18310547E-05  0.10658020E+00  0.63674336E+01      137536  0.36621094E-05 10
     3  0.60000000E-09  0.22378973E-11  0.14465332E+07  0.54289486E+11  0.38322096E+11 -0.54663537E+10  0.10989535E+08  0.18310547E-05  0.10629089E+00  0.40965693E+20  0.15380859E-03  0.10682373E+00  0.11807854E+06  0.11956787E-02  0.10798645E+00 -0.86157124E+07 -0.12474240E+06  0.10603638E+00  0.10799194E+00  0.10989535E+08  0.18310547E-05  0.10629089E+00  0.96551178E+01      136576  0.36621094E-05 10
     4  0.80000000E-09  0.23511811E-11  0.14465332E+07  0.89747231E+11  0.64270648E+11 -0.72066176E+10  0.10353085E+08  0.18310547E-05  0.10600159E+00  0.40921931E+20  0.15380859E-03  0.10682373E+00  0.93882498E+05  0.11956787E-02  0.10798645E+00 -0.79316470E+07 -0.12474240E+06  0.10572876E+00  0.10810913E+00  0.10353085E+08  0.18310547E-05  0.10600159E+00  0.12728190E+02      131392  0.36621094E-05 10
     5  0.10000000E-08  0.24457155E-11  0.13732910E+07  0.12224846E+12  0.88068458E+11 -0.86805939E+10  0.98651167E+07  0.18310547E-05  0.10572693E+00  0.40830617E+20  0.15380859E-03  0.10682373E+00  0.69854557E+05  0.11901855E-02  0.10827759E+00 -0.74209528E+07 -0.12474240E+06  0.10544312E+00  0.10822632E+00  0.98651167E+07  0.18310547E-05  0.10572693E+00  0.15590393E+02      124672  0.36621094E-05 10
     6  0.12000000E-08  0.27568912E-11  0.13092361E+07  0.15132944E+12  0.10932323E+12 -0.10008568E+11  0.94906298E+07  0.36621094E-05  0.10546509E+00  0.40722901E+20  0.15380859E-03  0.10682373E+00  0.61767255E+05  0.11901855E-02  0.10827759E+00 -0.71625199E+07 -0.12474240E+06  0.10517944E+00  0.10822632E+00  0.94906298E+07  0.36621094E-05  0.10546509E+00  0.18242928E+02      119872  0.36621094E-05 10
     7  0.14000000E-08  0.61836198E-11  0.12084961E+07  0.17734243E+12  0.12832201E+12 -0.11235750E+11  0.92076096E+07  0.36621094E-05  0.10522339E+00  0.40624297E+20  0.15380859E-03  0.10682373E+00  0.21777252E+00  0.10473633E-02  0.10742432E+00 -0.69343663E+07 -0.12474240E+06  0.10493774E+00  0.10828857E+00  0.92076096E+07  0.36621094E-05  0.10522339E+00  0.19724795E+02      117568  0.73242187E-05  9
     8  0.16000000E-08  0.63040348E-11  0.11352539E+07  0.20070215E+12  0.14536339E+12 -0.12391788E+11  0.89782498E+07  0.36621094E-05  0.10499634E+00  0.40524784E+20  0.15380859E-03  0.10682373E+00  0.45633316E-01  0.11645508E-02  0.10771729E+00 -0.67290917E+07 -0.12474240E+06  0.10471069E+00  0.10828857E+00  0.89782498E+07  0.36621094E-05  0.10499634E+00  0.20823317E+02      117376  0.73242187E-05  9
     9  0.18000000E-08  0.64069506E-11  0.11352539E+07  0.22186574E+12  0.16080536E+12 -0.13488521E+11  0.87959942E+07  0.36621094E-05  0.10476929E+00  0.40427390E+20  0.15380859E-03  0.10682373E+00  0.54556292E+04  0.11938477E-02  0.10787842E+00 -0.65449639E+07 -0.12474240E+06  0.10449097E+00  0.10840576E+00  0.87959942E+07  0.36621094E-05  0.10476929E+00  0.21889630E+02      116800  0.73242187E-05  9
