it time dt v sum(n_e) sum(n_i) sum(charge) max(E) x y max(n_e) x y max(E_r) x y min(E_r) voltage ne_zmin ne_zmax max(Etip) x y wc_time n_cells min(dx) highest(lvl) 
     0  0.00000000E+00  0.10000000E-13  0.00000000E+00  0.54286141E+09  0.54286141E+09  0.00000000E+00  0.13718502E+08  0.18310547E-05  0.10679993E+00  0.10000000E+12  0.46875000E-03  0.30468750E-01  0.14280757E+06  0.11956787E-02  0.10798645E+00 -0.10248375E+08 -0.13029600E+06  0.12000000E+00  0.00000000E+00  0.10853330E+07  0.11953125E+00  0.11296875E+00  0.00000000E+00      140800  0.36621094E-05 10
     1  0.10000000E-08  0.24087738E-11  0.12304687E+07  0.16361483E+12  0.11927110E+12 -0.99195571E+10  0.10052691E+08  0.18310547E-05  0.10556946E+00  0.46827332E+20  0.15380859E-03  0.10682373E+00  0.69031220E+05  0.11901855E-02  0.10839478E+00 -0.75722077E+07 -0.13029600E+06  0.10526001E+00  0.10834351E+00  0.10052691E+08  0.18310547E-05  0.10556946E+00  0.15645991E+02      135808  0.36621094E-05 10
     2  0.20000000E-08  0.64011991E-11  0.12762464E+07  0.31375994E+12  0.22966165E+12 -0.16562919E+11  0.88281124E+07  0.36621094E-05  0.10429321E+00  0.46261283E+20  0.15380859E-03  0.10682373E+00  0.11589436E+05  0.12084961E-02  0.10792236E+00 -0.64286473E+07 -0.13029600E+06  0.10399292E+00  0.10852295E+00  0.88281124E+07  0.36621094E-05  0.10429321E+00  0.23534300E+02      121600  0.73242187E-05  9
     3  0.30000000E-08  0.66960686E-11  0.10839844E+07  0.41287507E+12  0.30314866E+12 -0.21918465E+11  0.84102773E+07  0.36621094E-05  0.10320923E+00  0.45757871E+20  0.15380859E-03  0.10682373E+00  0.40156765E+05  0.12084961E-02  0.10799561E+00 -0.57403770E+07 -0.13029600E+06  0.10292358E+00  0.10875732E+00  0.84102773E+07  0.36621094E-05  0.10320923E+00  0.28181593E+02      118912  0.73242187E-05  9
     4  0.40000000E-08  0.68032326E-11  0.99609375E+06  0.48911226E+12  0.36080939E+12 -0.26602007E+11  0.82805209E+07  0.36621094E-05  0.10221313E+00  0.45275237E+20  0.15380859E-03  0.10682373E+00  0.67917080E+05  0.17285156E-02  0.10502930E+00 -0.52565938E+07 -0.13029600E+06  0.10193115E+00  0.10899170E+00  0.82805209E+07  0.36621094E-05  0.10221313E+00  0.32666418E+02      117568  0.73242187E-05  9
     5  0.50000000E-08  0.68048015E-11  0.97412109E+06  0.55313941E+12  0.41039688E+12 -0.30874624E+11  0.82993181E+07  0.36621094E-05  0.10123901E+00  0.44794194E+20  0.15380859E-03  0.10682373E+00  0.11020248E+06  0.19042969E-02  0.10485352E+00 -0.48779020E+07 -0.13029600E+06  0.10096802E+00  0.10910889E+00  0.82993181E+07  0.36621094E-05  0.10123901E+00  0.37012479E+02      116608  0.73242187E-05  9
     6  0.60000000E-08  0.67541768E-11  0.96679687E+06  0.61015463E+12  0.45563909E+12 -0.34870957E+11  0.83941870E+07  0.36621094E-05  0.10027222E+00  0.44311132E+20  0.15380859E-03  0.10682373E+00  0.14029009E+06  0.20214844E-02  0.10473633E+00 -0.45834969E+07 -0.13029600E+06  0.10000122E+00  0.10922607E+00  0.83941870E+07  0.36621094E-05  0.10027222E+00  0.41422928E+02      115072  0.73242187E-05  9
     7  0.70000000E-08  0.66799179E-11  0.98144531E+06  0.66328767E+12  0.49876785E+12 -0.38671266E+11  0.85197619E+07  0.36621094E-05  0.99290771E-01  0.43835311E+20  0.15380859E-03  0.10682373E+00  0.16121102E+06  0.21386719E-02  0.10461914E+00 -0.43669179E+07 -0.13029600E+06  0.99027100E-01  0.10946045E+00  0.85197619E+07  0.36621094E-05  0.99290771E-01  0.45880471E+02      114880  0.73242187E-05  9
     8  0.80000000E-08  0.66044201E-11  0.99609375E+06  0.71447713E+12  0.54115363E+12 -0.42325196E+11  0.86470296E+07  0.36621094E-05  0.98294678E-01  0.43356998E+20  0.15380859E-03  0.10682373E+00  0.17380398E+06  0.21972656E-02  0.10456055E+00 -0.44667786E+07 -0.13029600E+06  0.98031006E-01  0.10957764E+00  0.86470296E+07  0.36621094E-05  0.98294678E-01  0.50354899E+02      116608  0.73242187E-05  9
     9  0.90000000E-08  0.65451586E-11  0.10180664E+07  0.76485203E+12  0.58357374E+12 -0.45870265E+11  0.87527543E+07  0.36621094E-05  0.97276611E-01  0.42880836E+20  0.15380859E-03  0.10682373E+00  0.17718842E+06  0.22851562E-02  0.10447266E+00 -0.45754909E+07 -0.13029600E+06  0.97012939E-01  0.10969482E+00  0.87527543E+07  0.36621094E-05  0.97276611E-01  0.54956773E+02      117376  0.73242187E-05  9
    10  0.10000000E-07  0.64994368E-11  0.10327148E+07  0.81498163E+12  0.62639690E+12 -0.49330966E+11  0.88322896E+07  0.36621094E-05  0.96243896E-01  0.42409243E+20  0.15380859E-03  0.10682373E+00  0.18855896E+06  0.24023437E-02  0.10447266E+00 -0.46618941E+07 -0.13029600E+06  0.95980225E-01  0.10992920E+00  0.88322896E+07  0.36621094E-05  0.96243896E-01  0.59569519E+02      117760  0.73242187E-05  9
