it time dt v sum(n_e) sum(n_i) sum(charge) max(E) x y max(n_e) x y max(E_r) x y min(E_r) voltage ne_zmin ne_zmax max(Etip) x y wc_time n_cells min(dx) highest(lvl) 
     0  0.00000000E+00  0.10000000E-13  0.00000000E+00  0.54286141E+09  0.54286141E+09 -0.11920929E-06  0.12886346E+08  0.18310547E-05  0.10679993E+00  0.10000000E+12  0.46875000E-03  0.75468750E-01  0.92278153E+05  0.11901855E-02  0.10827759E+00 -0.96266604E+07 -0.12239280E+06  0.12000000E+00  0.00000000E+00  0.10195013E+07  0.11953125E+00  0.11296875E+00  0.00000000E+00      129664  0.36621094E-05 10
     1  0.10000000E-08  0.24698998E-11  0.10107422E+07  0.10716515E+12  0.76865652E+11 -0.80126757E+10  0.97739801E+07  0.18310547E-05  0.10578918E+00  0.38386791E+20  0.15380859E-03  0.10682373E+00  0.71163820E+05  0.11901855E-02  0.10827759E+00 -0.74023138E+07 -0.12239280E+06  0.10551636E+00  0.10822632E+00  0.97739801E+07  0.18310547E-05  0.10578918E+00  0.14507020E+02      121216  0.36621094E-05 10
     2  0.20000000E-08  0.65368263E-11  0.11224380E+07  0.21487823E+12  0.15519152E+12 -0.13653741E+11  0.85460153E+07  0.36621094E-05  0.10466675E+00  0.37920711E+20  0.15380859E-03  0.10682373E+00  0.27013770E+05  0.11901855E-02  0.10804321E+00 -0.63513437E+07 -0.12239280E+06  0.10439575E+00  0.10840576E+00  0.85460153E+07  0.36621094E-05  0.10466675E+00  0.20871058E+02      114688  0.73242187E-05  9
     3  0.30000000E-08  0.68785863E-11  0.93750000E+06  0.28448775E+12  0.20616330E+12 -0.18118337E+11  0.80904693E+07  0.36621094E-05  0.10372925E+00  0.37501952E+20  0.15380859E-03  0.10682373E+00  0.19942834E+05  0.11938477E-02  0.10787842E+00 -0.57275838E+07 -0.12239280E+06  0.10348022E+00  0.10852295E+00  0.80904693E+07  0.36621094E-05  0.10372925E+00  0.25336620E+02      110272  0.73242187E-05  9
     4  0.40000000E-08  0.70358194E-11  0.84960938E+06  0.33602465E+12  0.24465614E+12 -0.21974604E+11  0.79152712E+07  0.36621094E-05  0.10287964E+00  0.37101122E+20  0.15380859E-03  0.10682373E+00  0.48394162E+05  0.15087891E-02  0.10519043E+00 -0.52737168E+07 -0.12239280E+06  0.10263428E+00  0.10875732E+00  0.79152712E+07  0.36621094E-05  0.10287964E+00  0.29545317E+02      107968  0.73242187E-05  9
     5  0.50000000E-08  0.70689906E-11  0.82031250E+06  0.37749555E+12  0.27644368E+12 -0.25453411E+11  0.78815499E+07  0.36621094E-05  0.10205933E+00  0.36705962E+20  0.15380859E-03  0.10682373E+00  0.85516972E+05  0.16699219E-02  0.10502930E+00 -0.49047490E+07 -0.12239280E+06  0.10182861E+00  0.10887451E+00  0.78815499E+07  0.36621094E-05  0.10205933E+00  0.33679788E+02      107200  0.73242187E-05  9
     6  0.60000000E-08  0.70402476E-11  0.79833984E+06  0.41271771E+12  0.30422593E+12 -0.28671917E+11  0.79253176E+07  0.36621094E-05  0.10126099E+00  0.36310507E+20  0.15380859E-03  0.10682373E+00  0.11769292E+06  0.18457031E-02  0.10491211E+00 -0.45966487E+07 -0.12239280E+06  0.10102661E+00  0.10899170E+00  0.79253176E+07  0.36621094E-05  0.10126099E+00  0.37718504E+02      106240  0.73242187E-05  9
     7  0.70000000E-08  0.69862989E-11  0.79833984E+06  0.44390528E+12  0.32955440E+12 -0.31698554E+11  0.80008105E+07  0.36621094E-05  0.10046265E+00  0.35916037E+20  0.15380859E-03  0.10682373E+00  0.13580043E+06  0.19042969E-02  0.10479492E+00 -0.43298977E+07 -0.12239280E+06  0.10023560E+00  0.10922607E+00  0.80008105E+07  0.36621094E-05  0.10046265E+00  0.41791963E+02      105280  0.73242187E-05  9
     8  0.80000000E-08  0.69288612E-11  0.79833984E+06  0.47245882E+12  0.35339967E+12 -0.34576923E+11  0.80839185E+07  0.36621094E-05  0.99664307E-01  0.35520814E+20  0.15380859E-03  0.10682373E+00  0.15375703E+06  0.20214844E-02  0.10473633E+00 -0.40759137E+07 -0.12239280E+06  0.99437256E-01  0.10934326E+00  0.80839185E+07  0.36621094E-05  0.99664307E-01  0.45820914E+02      104320  0.73242187E-05  9
     9  0.90000000E-08  0.68792461E-11  0.80566406E+06  0.49922652E+12  0.37633495E+12 -0.37336738E+11  0.81558297E+07  0.36621094E-05  0.98858643E-01  0.35125223E+20  0.15380859E-03  0.10682373E+00  0.15195632E+06  0.21679687E-02  0.10458984E+00 -0.41486928E+07 -0.12239280E+06  0.98631592E-01  0.10946045E+00  0.81558297E+07  0.36621094E-05  0.98858643E-01  0.49881287E+02      105088  0.73242187E-05  9
    10  0.10000000E-07  0.68425834E-11  0.81298828E+06  0.52468175E+12  0.39866101E+12 -0.40001674E+11  0.82117130E+07  0.36621094E-05  0.98045654E-01  0.34730982E+20  0.15380859E-03  0.10682373E+00  0.16982479E+06  0.21679687E-02  0.10458984E+00 -0.42165534E+07 -0.12239280E+06  0.97825928E-01  0.10969482E+00  0.82117130E+07  0.36621094E-05  0.98045654E-01  0.53964256E+02      104512  0.73242187E-05  9
    11  0.11000000E-07  0.68201148E-11  0.81298828E+06  0.54909905E+12  0.42053824E+12 -0.42586682E+11  0.82518002E+07  0.36621094E-05  0.97232666E-01  0.34335633E+20  0.15380859E-03  0.10682373E+00  0.16962793E+06  0.21679687E-02  0.10458984E+00 -0.42673976E+07 -0.12239280E+06  0.97012939E-01  0.10981201E+00  0.82518002E+07  0.36621094E-05  0.97232666E-01  0.58257174E+02      104128  0.73242187E-05  9
    12  0.12000000E-07  0.68046830E-11  0.82031250E+06  0.57260832E+12  0.44202823E+12 -0.45102744E+11  0.82859264E+07  0.36621094E-05  0.96412354E-01  0.33948055E+20  0.15380859E-03  0.10682373E+00  0.17924649E+06  0.22851562E-02  0.10447266E+00 -0.42969548E+07 -0.12239280E+06  0.96192627E-01  0.10992920E+00  0.82859264E+07  0.36621094E-05  0.96412354E-01  0.62341916E+02      103360  0.73242187E-05  9
    13  0.13000000E-07  0.67929368E-11  0.82031250E+06  0.59527202E+12  0.46314825E+12 -0.47558681E+11  0.83122149E+07  0.36621094E-05  0.95592041E-01  0.33558499E+20  0.15380859E-03  0.10682373E+00  0.18568733E+06  0.22851562E-02  0.10447266E+00 -0.43071940E+07 -0.12239280E+06  0.95379639E-01  0.11016357E+00  0.83122149E+07  0.36621094E-05  0.95592041E-01  0.66477259E+02      104704  0.73242187E-05  9
    14  0.14000000E-07  0.67777353E-11  0.81298828E+06  0.61713277E+12  0.48390717E+12 -0.49961827E+11  0.83389938E+07  0.36621094E-05  0.94779053E-01  0.33173760E+20  0.15380859E-03  0.10682373E+00  0.18769435E+06  0.22851562E-02  0.10447266E+00 -0.43100643E+07 -0.12239280E+06  0.94559326E-01  0.11028076E+00  0.83389938E+07  0.36621094E-05  0.94779053E-01  0.70600177E+02      104896  0.73242187E-05  9
    15  0.15000000E-07  0.67631009E-11  0.82031250E+06  0.63823256E+12  0.50431912E+12 -0.52317844E+11  0.83537993E+07  0.36621094E-05  0.93958740E-01  0.32791904E+20  0.15380859E-03  0.10682373E+00  0.18889317E+06  0.22851562E-02  0.10458984E+00 -0.43188472E+07 -0.12239280E+06  0.93742676E-01  0.11051514E+00  0.83537993E+07  0.36621094E-05  0.93958740E-01  0.75412439E+02      104704  0.73242187E-05  9
    16  0.16000000E-07  0.67540749E-11  0.81298828E+06  0.65860794E+12  0.52439541E+12 -0.54631996E+11  0.83564391E+07  0.36621094E-05  0.93145752E-01  0.32412921E+20  0.15380859E-03  0.10682373E+00  0.19652784E+06  0.24023437E-02  0.10435547E+00 -0.43361726E+07 -0.12239280E+06  0.92933350E-01  0.11063232E+00  0.83564391E+07  0.36621094E-05  0.93145752E-01  0.79549058E+02      104128  0.73242187E-05  9
    17  0.17000000E-07  0.67575352E-11  0.81298828E+06  0.67827876E+12  0.54413741E+12 -0.56907415E+11  0.83419390E+07  0.36621094E-05  0.92332764E-01  0.32034319E+20  0.15380859E-03  0.10682373E+00  0.20303081E+06  0.24023437E-02  0.10435547E+00 -0.43533801E+07 -0.12239280E+06  0.92120361E-01  0.11086670E+00  0.83419390E+07  0.36621094E-05  0.92332764E-01  0.83721315E+02      104896  0.73242187E-05  9
