it time dt v sum(n_e) sum(n_i) sum(charge) max(E) x y max(n_e) x y max(E_r) x y min(E_r) voltage ne_zmin ne_zmax max(Etip) x y wc_time n_cells min(dx) highest(lvl) 
     0  0.00000000E+00  0.10000000E-13  0.00000000E+00  0.54286141E+09  0.54286141E+09  0.00000000E+00  0.18962037E+08  0.46691895E-04  0.10680084E+00  0.10000000E+12  0.46875000E-03  0.30468750E-01  0.17549979E+06  0.11956787E-02  0.10810364E+00 -0.14450709E+08 -0.18000000E+06  0.12000000E+00  0.00000000E+00  0.14993549E+07  0.11953125E+00  0.11296875E+00  0.00000000E+00      223360  0.18310547E-05 11
     1  0.20000000E-09  0.68829086E-12  0.14321640E+07  0.81944343E+11  0.61025996E+11 -0.60527622E+10  0.16579500E+08  0.18310547E-05  0.10651794E+00  0.12453643E+21  0.21972656E-04  0.10680908E+00  0.16819344E+06  0.11956787E-02  0.10810364E+00 -0.12648447E+08 -0.18000000E+06  0.10617004E+00  0.10799011E+00  0.16579500E+08  0.18310547E-05  0.10651794E+00  0.16274124E+02      208576  0.18310547E-05 11
     2  0.40000000E-09  0.19466199E-11  0.37902832E+07  0.40485178E+12  0.31032258E+12 -0.12580492E+11  0.13931093E+08  0.18310547E-05  0.10575989E+00  0.12421524E+21  0.21972656E-04  0.10680908E+00  0.11126940E+06  0.11956787E-02  0.10810364E+00 -0.10644449E+08 -0.18000000E+06  0.10527466E+00  0.10863647E+00  0.13931093E+08  0.18310547E-05  0.10575989E+00  0.23139006E+02      211840  0.36621094E-05 10
     3  0.60000000E-09  0.20857766E-11  0.34423828E+07  0.70877380E+12  0.54329801E+12 -0.17780647E+11  0.12494076E+08  0.18310547E-05  0.10507141E+00  0.12370968E+21  0.21972656E-04  0.10680908E+00  0.81836697E+05  0.11901855E-02  0.10909790E+00 -0.94263024E+07 -0.18000000E+06  0.10456421E+00  0.10904663E+00  0.12494076E+08  0.18310547E-05  0.10507141E+00  0.28118859E+02      210112  0.36621094E-05 10
     4  0.80000000E-09  0.21797304E-11  0.30944824E+07  0.96647468E+12  0.73977252E+12 -0.22440091E+11  0.11658573E+08  0.18310547E-05  0.10445251E+00  0.12331115E+21  0.21972656E-04  0.10680908E+00  0.14938355E+06  0.12084961E-02  0.10796631E+00 -0.85803143E+07 -0.18000000E+06  0.10394165E+00  0.10910889E+00  0.11658573E+08  0.18310547E-05  0.10445251E+00  0.32734907E+02      197824  0.36621094E-05 10
     5  0.10000000E-08  0.22625273E-11  0.28381348E+07  0.11899794E+13  0.90969155E+12 -0.26711155E+11  0.11120607E+08  0.18310547E-05  0.10388489E+00  0.12298024E+21  0.21972656E-04  0.10680908E+00  0.23572445E+06  0.12084961E-02  0.10799561E+00 -0.79330224E+07 -0.18000000E+06  0.10337769E+00  0.10934326E+00  0.11120607E+08  0.18310547E-05  0.10388489E+00  0.37098559E+02      189184  0.36621094E-05 10
     6  0.12000000E-08  0.25560109E-11  0.26458899E+07  0.13895334E+13  0.10612624E+13 -0.30689633E+11  0.10747837E+08  0.36621094E-05  0.10335571E+00  0.12269349E+21  0.21972656E-04  0.10680908E+00  0.26476522E+06  0.12084961E-02  0.10802490E+00 -0.74119345E+07 -0.18000000E+06  0.10284302E+00  0.10946045E+00  0.10747837E+08  0.36621094E-05  0.10335571E+00  0.41226432E+02      173824  0.36621094E-05 10
     7  0.14000000E-08  0.56124154E-11  0.25634766E+07  0.15720244E+13  0.11999365E+13 -0.34444057E+11  0.10484499E+08  0.36621094E-05  0.10284302E+00  0.12242207E+21  0.21972656E-04  0.10680908E+00  0.26742628E+06  0.12084961E-02  0.10803955E+00 -0.69780694E+07 -0.18000000E+06  0.10233765E+00  0.10957764E+00  0.10484499E+08  0.36621094E-05  0.10284302E+00  0.43539953E+02      169600  0.73242187E-05  9
     8  0.16000000E-08  0.56963687E-11  0.24536133E+07  0.17424314E+13  0.13296008E+13 -0.38024735E+11  0.10282504E+08  0.36621094E-05  0.10235229E+00  0.12215836E+21  0.21972656E-04  0.10680908E+00  0.26002711E+06  0.12084961E-02  0.10805420E+00 -0.66093705E+07 -0.18000000E+06  0.10184692E+00  0.10969482E+00  0.10282504E+08  0.36621094E-05  0.10235229E+00  0.45154853E+02      168448  0.73242187E-05  9
     9  0.18000000E-08  0.56488806E-11  0.23803711E+07  0.19039289E+13  0.14527119E+13 -0.41469874E+11  0.10130000E+08  0.36621094E-05  0.10187622E+00  0.12190183E+21  0.21972656E-04  0.10680908E+00  0.25099705E+06  0.12084961E-02  0.10806885E+00 -0.64260019E+07 -0.18000000E+06  0.10137085E+00  0.10969482E+00  0.10130000E+08  0.36621094E-05  0.10187622E+00  0.46800790E+02      168832  0.73242187E-05  9
