it time dt v sum(n_e) sum(n_i) sum(charge) max(E) x y max(n_e) x y max(E_r) x y min(E_r) voltage ne_zmin ne_zmax max(Etip) x y wc_time n_cells min(dx) highest(lvl) 
     0  0.00000000E+00  0.10000000E-13  0.00000000E+00  0.54286141E+09  0.54286141E+09  0.11920929E-06  0.13392452E+08  0.18310547E-05  0.10679993E+00  0.10000000E+12  0.46875000E-03  0.30468750E-01  0.10135139E+06  0.11901855E-02  0.10816040E+00 -0.10004788E+08 -0.12720000E+06  0.12000000E+00  0.00000000E+00  0.10595441E+07  0.11953125E+00  0.11296875E+00  0.00000000E+00      120832  0.36621094E-05 10
     1  0.20000000E-09  0.19157315E-11  0.00000000E+00  0.56427116E+09  0.55816366E+09 -0.38616848E+07  0.13332657E+08  0.18310547E-05  0.10679993E+00  0.66817466E+18  0.18310547E-05  0.10679993E+00  0.10135063E+06  0.11901855E-02  0.10816040E+00 -0.10004385E+08 -0.12720000E+06  0.10670837E+00  0.10731628E+00  0.13332657E+08  0.18310547E-05  0.10679993E+00  0.29647449E+01      120832  0.36621094E-05 10
     2  0.40000000E-09  0.20986497E-11  0.12084961E+07  0.24405329E+11  0.16707450E+11 -0.34322501E+10  0.12117867E+08  0.18310547E-05  0.10655823E+00  0.44507318E+20  0.71411133E-04  0.10663147E+00  0.98750018E+05  0.11901855E-02  0.10816040E+00 -0.92605481E+07 -0.12720000E+06  0.10635864E+00  0.10781616E+00  0.12117867E+08  0.18310547E-05  0.10655823E+00  0.62613339E+01      121408  0.36621094E-05 10
     3  0.60000000E-09  0.22497126E-11  0.15380859E+07  0.63286791E+11  0.45108736E+11 -0.58084221E+10  0.11103214E+08  0.18310547E-05  0.10625061E+00  0.43646804E+20  0.15380859E-03  0.10682373E+00  0.90432683E+05  0.11901855E-02  0.10816040E+00 -0.86721464E+07 -0.12720000E+06  0.10598511E+00  0.10799194E+00  0.11103214E+08  0.18310547E-05  0.10625061E+00  0.93561616E+01      115264  0.36621094E-05 10
     4  0.80000000E-09  0.34713734E-11  0.15472683E+07  0.10288879E+12  0.74265028E+11 -0.75160761E+10  0.10441286E+08  0.36621094E-05  0.10594116E+00  0.43588202E+20  0.15380859E-03  0.10682373E+00  0.79610990E+05  0.11901855E-02  0.10816040E+00 -0.79723328E+07 -0.12720000E+06  0.10565552E+00  0.10810913E+00  0.10441286E+08  0.36621094E-05  0.10594116E+00  0.12253121E+02      107968  0.36621094E-05 10
     5  0.10000000E-08  0.58416846E-11  0.14282227E+07  0.13912842E+12  0.10090521E+12 -0.90424325E+10  0.99495530E+07  0.36621094E-05  0.10565552E+00  0.43485868E+20  0.15380859E-03  0.10682373E+00  0.69097449E+05  0.11901855E-02  0.10816040E+00 -0.74980337E+07 -0.12720000E+06  0.10536255E+00  0.10817139E+00  0.99495530E+07  0.36621094E-05  0.10565552E+00  0.13449030E+02      108160  0.73242187E-05  9
     6  0.12000000E-08  0.60055452E-11  0.13183594E+07  0.17156701E+12  0.12468600E+12 -0.10459757E+11  0.95708323E+07  0.36621094E-05  0.10539185E+00  0.43371015E+20  0.15380859E-03  0.10682373E+00  0.18995206E+00  0.10473633E-02  0.10742432E+00 -0.72253492E+07 -0.12720000E+06  0.10509521E+00  0.10828857E+00  0.95708323E+07  0.36621094E-05  0.10539185E+00  0.14575871E+02      108928  0.73242187E-05  9
     7  0.14000000E-08  0.61413548E-11  0.12817383E+07  0.20052339E+12  0.14587441E+12 -0.11783751E+11  0.92762808E+07  0.36621094E-05  0.10513550E+00  0.43262283E+20  0.15380859E-03  0.10682373E+00  0.24790068E+00  0.10034180E-02  0.10735107E+00 -0.69838409E+07 -0.12720000E+06  0.10484619E+00  0.10828857E+00  0.92762808E+07  0.36621094E-05  0.10513550E+00  0.15652357E+02      109120  0.73242187E-05  9
     8  0.16000000E-08  0.62588515E-11  0.12084961E+07  0.22652952E+12  0.16489198E+12 -0.13028495E+11  0.90432981E+07  0.36621094E-05  0.10489380E+00  0.43157342E+20  0.15380859E-03  0.10682373E+00  0.25073722E+04  0.11791992E-02  0.10777588E+00 -0.67670947E+07 -0.12720000E+06  0.10461182E+00  0.10840576E+00  0.90432981E+07  0.36621094E-05  0.10489380E+00  0.16788885E+02      106816  0.73242187E-05  9
     9  0.18000000E-08  0.63591918E-11  0.11352539E+07  0.25008280E+12  0.18212183E+12 -0.14206428E+11  0.88573778E+07  0.36621094E-05  0.10466675E+00  0.43054329E+20  0.15380859E-03  0.10682373E+00  0.22722681E+00  0.10034180E-02  0.10735107E+00 -0.65829643E+07 -0.12720000E+06  0.10437744E+00  0.10840576E+00  0.88573778E+07  0.36621094E-05  0.10466675E+00  0.17852731E+02      107200  0.73242187E-05  9
