it time dt v sum(n_e) sum(n_i) sum(charge) max(E) x y max(n_e) x y max(E_r) x y min(E_r) voltage ne_zmin ne_zmax max(Etip) x y wc_time n_cells min(dx) highest(lvl) 
     0  0.00000000E+00  0.10000000E-13  0.00000000E+00  0.54286141E+09  0.54286141E+09 -0.11920929E-06  0.17697797E+08  0.46691895E-04  0.10680084E+00  0.10000000E+12  0.46875000E-03  0.60468750E-01  0.17081637E+06  0.11956787E-02  0.10804504E+00 -0.13212984E+08 -0.16800000E+06  0.12000000E+00  0.00000000E+00  0.13993979E+07  0.11953125E+00  0.11296875E+00  0.00000000E+00      188608  0.18310547E-05 11
     1  0.20000000E-09  0.17592778E-11  0.10183570E+07  0.40837482E+11  0.29544775E+11 -0.41339209E+10  0.15954276E+08  0.18310547E-05  0.10660217E+00  0.10593022E+21  0.32958984E-04  0.10680542E+00  0.16733215E+06  0.11956787E-02  0.10804504E+00 -0.12345202E+08 -0.16800000E+06  0.10633484E+00  0.10790222E+00  0.15954276E+08  0.18310547E-05  0.10660217E+00  0.11981114E+02      173824  0.36621094E-05 10
     2  0.40000000E-09  0.19694641E-11  0.31311035E+07  0.24892824E+12  0.18891352E+12 -0.10120341E+11  0.13569669E+08  0.18310547E-05  0.10597595E+00  0.10225200E+21  0.21972656E-04  0.10680908E+00  0.12035521E+06  0.11956787E-02  0.10804504E+00 -0.10555356E+08 -0.16800000E+06  0.10554565E+00  0.10840210E+00  0.13569669E+08  0.18310547E-05  0.10597595E+00  0.16723747E+02      186496  0.36621094E-05 10
     3  0.60000000E-09  0.21183357E-11  0.30029297E+07  0.46037158E+12  0.35030466E+12 -0.14367664E+11  0.12186877E+08  0.18310547E-05  0.10537537E+00  0.10188981E+21  0.21972656E-04  0.10680908E+00  0.82872722E+05  0.11901855E-02  0.10886353E+00 -0.96464256E+07 -0.16800000E+06  0.10491577E+00  0.10881226E+00  0.12186877E+08  0.18310547E-05  0.10537537E+00  0.21193719E+02      184768  0.36621094E-05 10
     4  0.80000000E-09  0.22167047E-11  0.26916504E+07  0.64222449E+12  0.48837475E+12 -0.18137614E+11  0.11349125E+08  0.18310547E-05  0.10483704E+00  0.10155598E+21  0.21972656E-04  0.10680908E+00  0.73026872E+05  0.11901855E-02  0.10886353E+00 -0.88805961E+07 -0.16800000E+06  0.10437378E+00  0.10887451E+00  0.11349125E+08  0.18310547E-05  0.10483704E+00  0.25264525E+02      171328  0.36621094E-05 10
     5  0.10000000E-08  0.23866169E-11  0.24719238E+07  0.79930351E+12  0.60723076E+12 -0.21592713E+11  0.10801068E+08  0.18310547E-05  0.10434265E+00  0.10127997E+21  0.21972656E-04  0.10680908E+00  0.11421530E+06  0.12084961E-02  0.10796631E+00 -0.82684953E+07 -0.16800000E+06  0.10388306E+00  0.10910889E+00  0.10801068E+08  0.18310547E-05  0.10434265E+00  0.29043689E+02      160384  0.36621094E-05 10
     6  0.12000000E-08  0.56209511E-11  0.22979919E+07  0.93795908E+12  0.71198661E+12 -0.24805214E+11  0.10422201E+08  0.36621094E-05  0.10388306E+00  0.10103610E+21  0.21972656E-04  0.10680908E+00  0.16406589E+06  0.12084961E-02  0.10799561E+00 -0.77718517E+07 -0.16800000E+06  0.10342163E+00  0.10922607E+00  0.10422201E+08  0.36621094E-05  0.10388306E+00  0.31539978E+02      152128  0.73242187E-05  9
     7  0.14000000E-08  0.57267616E-11  0.21606445E+07  0.10631348E+13  0.80655476E+12 -0.27826838E+11  0.10136846E+08  0.36621094E-05  0.10345093E+00  0.10080341E+21  0.21972656E-04  0.10680908E+00  0.19441128E+06  0.12084961E-02  0.10801025E+00 -0.73568802E+07 -0.16800000E+06  0.10298950E+00  0.10934326E+00  0.10136846E+08  0.36621094E-05  0.10345093E+00  0.33047907E+02      152896  0.73242187E-05  9
     8  0.16000000E-08  0.58122440E-11  0.20874023E+07  0.11782243E+13  0.89358482E+12 -0.30697553E+11  0.99174203E+07  0.36621094E-05  0.10303345E+00  0.10058858E+21  0.21972656E-04  0.10680908E+00  0.20792255E+06  0.12084961E-02  0.10802490E+00 -0.70039739E+07 -0.16800000E+06  0.10257202E+00  0.10934326E+00  0.99174203E+07  0.36621094E-05  0.10303345E+00  0.34552634E+02      152320  0.73242187E-05  9
     9  0.18000000E-08  0.58854914E-11  0.20507813E+07  0.12855940E+13  0.97491527E+12 -0.33446654E+11  0.97443457E+07  0.36621094E-05  0.10262329E+00  0.10037203E+21  0.21972656E-04  0.10680908E+00  0.21749621E+06  0.12084961E-02  0.10803955E+00 -0.66998113E+07 -0.16800000E+06  0.10216919E+00  0.10946045E+00  0.97443457E+07  0.36621094E-05  0.10262329E+00  0.36031542E+02      152512  0.73242187E-05  9
