it time dt v sum(n_e) sum(n_i) sum(charge) max(E) x y max(n_e) x y max(E_r) x y min(E_r) voltage ne_zmin ne_zmax max(Etip) x y wc_time n_cells min(dx) highest(lvl) 
     0  0.00000000E+00  0.10000000E-13  0.00000000E+00  0.54286141E+09  0.54286141E+09  0.00000000E+00  0.11117589E+08  0.18310547E-05  0.10679993E+00  0.10000000E+12  0.60468750E-01  0.75468750E-01  0.85235536E+06  0.58685303E-03  0.10695465E+00 -0.83068025E+07 -0.10560000E+06  0.12000000E+00  0.00000000E+00  0.87962148E+06  0.11953125E+00  0.11296875E+00  0.00000000E+00       95296  0.18310547E-05 11
     1  0.20000000E-09  0.81802063E-12  0.00000000E+00  0.54187480E+09  0.54294032E+09 -0.26166013E+05  0.11117306E+08  0.18310547E-05  0.10679993E+00  0.35461786E+16  0.57952881E-03  0.10694916E+00  0.85233884E+06  0.58685303E-03  0.10695465E+00 -0.83067966E+07 -0.10560000E+06  0.12000000E+00  0.00000000E+00  0.87962148E+06  0.11953125E+00  0.11296875E+00  0.55551937E+01       95296  0.18310547E-05 11
     2  0.40000000E-09  0.93189511E-12  0.40134990E+07  0.15698176E+10  0.11732355E+10 -0.24048832E+09  0.10113366E+08  0.75805664E-03  0.10706909E+00  0.40618545E+20  0.57952881E-03  0.10694916E+00  0.64750351E+06  0.58685303E-03  0.10695465E+00 -0.82932259E+07 -0.10560000E+06  0.10664429E+00  0.10740601E+00  0.10113366E+08  0.75805664E-03  0.10706909E+00  0.12393974E+02       94912  0.18310547E-05 11
     3  0.60000000E-09  0.52055851E-11  0.15545644E+07  0.12176473E+11  0.79277646E+10 -0.21975169E+10  0.10729599E+08  0.67749023E-03  0.10676880E+00  0.42749247E+20  0.57861328E-03  0.10694092E+00  0.88782341E+05  0.11901855E-02  0.10804321E+00 -0.78292041E+07 -0.10560000E+06  0.10641724E+00  0.10775757E+00  0.10729599E+08  0.67749023E-03  0.10676880E+00  0.14713388E+02       90496  0.73242187E-05  9
     4  0.80000000E-09  0.53848821E-11  0.78372563E+06  0.24393554E+11  0.16259985E+11 -0.36193344E+10  0.10107608E+08  0.77270508E-03  0.10664429E+00  0.42325492E+20  0.57861328E-03  0.10694092E+00  0.84401177E+05  0.11901855E-02  0.10804321E+00 -0.71950474E+07 -0.10560000E+06  0.10619019E+00  0.10787476E+00  0.10107608E+08  0.77270508E-03  0.10664429E+00  0.16039717E+02       91264  0.73242187E-05  9
     5  0.10000000E-08  0.55660477E-11  0.85805966E+06  0.36766953E+11  0.24890841E+11 -0.47057414E+10  0.95958599E+07  0.88256836E-03  0.10651245E+00  0.42221208E+20  0.57861328E-03  0.10694092E+00  0.78416856E+05  0.11901855E-02  0.10804321E+00 -0.72504595E+07 -0.10560000E+06  0.10599243E+00  0.10793335E+00  0.95958599E+07  0.88256836E-03  0.10651245E+00  0.17083948E+02       93184  0.73242187E-05  9
     6  0.12000000E-08  0.57127382E-11  0.80649593E+06  0.48551578E+11  0.33181543E+11 -0.56415112E+10  0.92130019E+07  0.98510742E-03  0.10638794E+00  0.42122658E+20  0.57861328E-03  0.10694092E+00  0.81563173E+05  0.84228516E-03  0.10679443E+00 -0.72457645E+07 -0.10560000E+06  0.10581299E+00  0.10799194E+00  0.92130019E+07  0.98510742E-03  0.10638794E+00  0.18101467E+02       92416  0.73242187E-05  9
     7  0.14000000E-08  0.58505591E-11  0.75140202E+06  0.59475606E+11  0.40887320E+11 -0.64823638E+10  0.88845768E+07  0.10876465E-02  0.10627808E+00  0.42025385E+20  0.57861328E-03  0.10694092E+00  0.11171721E+06  0.90087891E-03  0.10675049E+00 -0.71889391E+07 -0.10560000E+06  0.10563721E+00  0.10799194E+00  0.88845768E+07  0.10876465E-02  0.10627808E+00  0.19115508E+02       92992  0.73242187E-05  9
     8  0.16000000E-08  0.59795584E-11  0.72690796E+06  0.69516819E+11  0.47993507E+11 -0.72504459E+10  0.85973688E+07  0.11828613E-02  0.10616821E+00  0.41927458E+20  0.57861328E-03  0.10694092E+00  0.12689183E+06  0.94482422E-03  0.10673584E+00 -0.70966770E+07 -0.10560000E+06  0.10549072E+00  0.10805420E+00  0.85973688E+07  0.11828613E-02  0.10616821E+00  0.20095191E+02       92032  0.73242187E-05  9
     9  0.18000000E-08  0.61026438E-11  0.67327062E+06  0.78698923E+11  0.54491579E+11 -0.79689061E+10  0.83429473E+07  0.12780762E-02  0.10607300E+00  0.41838301E+20  0.57861328E-03  0.10694092E+00  0.15131861E+06  0.10107422E-02  0.10668457E+00 -0.69922088E+07 -0.10560000E+06  0.10534424E+00  0.10805420E+00  0.83429473E+07  0.12780762E-02  0.10607300E+00  0.21074769E+02       90304  0.73242187E-05  9
