it time dt v sum(n_e) sum(n_i) sum(charge) max(E) x y max(n_e) x y max(E_r) x y min(E_r) voltage ne_zmin ne_zmax max(Etip) x y wc_time n_cells min(dx) highest(lvl) 
     0  0.00000000E+00  0.10000000E-13  0.00000000E+00  0.54286141E+09  0.54286141E+09 -0.11920929E-06  0.29252053E+08  0.46691895E-04  0.10680084E+00  0.10000000E+12  0.90234375E-01  0.78984375E-01  0.21833124E+08  0.11123657E-02  0.10754974E+00 -0.26879194E+06  0.27768000E+06  0.12000000E+00  0.00000000E+00  0.23129881E+07  0.11976562E+00  0.11648437E+00  0.00000000E+00      781120  0.18310547E-05 11
     1  0.20000000E-09  0.57693314E-12  0.59095854E+07  0.16858693E+13  0.13693009E+13  0.21655479E+11  0.20017865E+08  0.91552734E-06  0.10561981E+00  0.38981572E+21  0.41381836E-03  0.10687134E+00  0.15968538E+08  0.15151978E-02  0.10677338E+00 -0.33191828E+06  0.27768000E+06  0.10478210E+00  0.10930847E+00  0.20017865E+08  0.91552734E-06  0.10561981E+00  0.63956077E+02      983104  0.18310547E-05 11
     2  0.40000000E-09  0.57917086E-12  0.87066650E+07  0.48489569E+13  0.38936760E+13  0.43144515E+11  0.16211363E+08  0.91552734E-06  0.10387848E+00  0.38039562E+21  0.41381836E-03  0.10687134E+00  0.12044321E+08  0.22760010E-02  0.10566467E+00 -0.41410459E+06  0.27768000E+06  0.10297668E+00  0.11015808E+00  0.16211363E+08  0.91552734E-06  0.10387848E+00  0.13429228E+03     1024960  0.18310547E-05 11
     3  0.60000000E-09  0.58059336E-12  0.76354980E+07  0.75897999E+13  0.60677245E+13  0.61785529E+11  0.14942369E+08  0.91552734E-06  0.10235138E+00  0.37727626E+21  0.95214844E-04  0.10680908E+00  0.10356631E+08  0.27557373E-02  0.10447083E+00 -0.30188548E+06  0.27768000E+06  0.10143127E+00  0.11039429E+00  0.14942369E+08  0.91552734E-06  0.10235138E+00  0.20022288E+03      957184  0.18310547E-05 11
     4  0.80000000E-09  0.77269935E-12  0.72601318E+07  0.10175942E+14  0.81149196E+13  0.78992826E+11  0.14414349E+08  0.91552734E-06  0.10089935E+00  0.37638233E+21  0.15380859E-03  0.10682373E+00  0.94572210E+07  0.30450439E-02  0.10314880E+00 -0.22265332E+06  0.27768000E+06  0.99962769E-01  0.11045288E+00  0.14414349E+08  0.91552734E-06  0.10089935E+00  0.25356318E+03      911872  0.18310547E-05 11
     5  0.10000000E-08  0.19383607E-11  0.71731582E+07  0.12762573E+14  0.10160484E+14  0.95592139E+11  0.14209702E+08  0.18310547E-05  0.99464722E-01  0.37555831E+21  0.15380859E-03  0.10682373E+00  0.89432414E+07  0.32025146E-02  0.10171692E+00 -0.16411592E+06  0.27768000E+06  0.98508911E-01  0.11045288E+00  0.14209702E+08  0.18310547E-05  0.99464722E-01  0.28813123E+03      903616  0.36621094E-05 10
     6  0.12000000E-08  0.19409659E-11  0.72875977E+07  0.15454690E+14  0.12289896E+14  0.11205315E+12  0.14173543E+08  0.18310547E-05  0.98007202E-01  0.37472952E+21  0.15380859E-03  0.10682373E+00  0.86554750E+07  0.32830811E-02  0.10022278E+00 -0.12124671E+06  0.27768000E+06  0.97040405E-01  0.11039795E+00  0.14173543E+08  0.18310547E-05  0.98007202E-01  0.30849687E+03      956416  0.36621094E-05 10
     7  0.14000000E-08  0.19520154E-11  0.74707031E+07  0.18330479E+14  0.14565941E+14  0.12866853E+12  0.14229607E+08  0.18310547E-05  0.96513062E-01  0.37389088E+21  0.15380859E-03  0.10682373E+00  0.85139852E+07  0.33233643E-02  0.98681030E-01 -0.90885311E+05  0.27768000E+06  0.95524292E-01  0.11028076E+00  0.14229607E+08  0.18310547E-05  0.96513062E-01  0.33005245E+03     1019776  0.36621094E-05 10
     8  0.16000000E-08  0.80870729E-12  0.77682509E+07  0.21459065E+14  0.17043998E+14  0.14564635E+12  0.14335252E+08  0.91552734E-06  0.94959412E-01  0.37300657E+21  0.15380859E-03  0.10682373E+00  0.84696134E+07  0.33526611E-02  0.97098999E-01 -0.72769408E+05  0.27768000E+06  0.93949585E-01  0.11016357E+00  0.14335252E+08  0.91552734E-06  0.94959412E-01  0.35686281E+03     1094656  0.18310547E-05 11
     9  0.18000000E-08  0.77043556E-12  0.81024170E+07  0.24906251E+14  0.19776699E+14  0.16314708E+12  0.14464089E+08  0.91552734E-06  0.93338928E-01  0.37208830E+21  0.15380859E-03  0.10682373E+00  0.84878837E+07  0.33856201E-02  0.95469360E-01 -0.10065268E+06  0.27768000E+06  0.92297974E-01  0.11004639E+00  0.14464089E+08  0.91552734E-06  0.93338928E-01  0.42194096E+03     1216576  0.18310547E-05 11
    10  0.20000000E-08  0.75459623E-12  0.84869385E+07  0.28735095E+14  0.22814621E+14  0.18129793E+12  0.14603076E+08  0.91552734E-06  0.91641541E-01  0.37110119E+21  0.15380859E-03  0.10682373E+00  0.85442950E+07  0.34259033E-02  0.93777466E-01 -0.12849326E+06  0.27768000E+06  0.90580444E-01  0.10992920E+00  0.14603076E+08  0.91552734E-06  0.91641541E-01  0.49572428E+03     1330240  0.18310547E-05 11
    11  0.22000000E-08  0.74345002E-12  0.88623047E+07  0.33007038E+14  0.26207060E+14  0.20020210E+12  0.14736129E+08  0.91552734E-06  0.89869080E-01  0.37000591E+21  0.15380859E-03  0.10682373E+00  0.86237546E+07  0.34808350E-02  0.92026978E-01 -0.15317735E+06  0.27768000E+06  0.88782349E-01  0.10981201E+00  0.14736129E+08  0.91552734E-06  0.89869080E-01  0.57846849E+03     1441984  0.18310547E-05 11
