BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O2                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O3                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O                                                               
cross_section_Baohong_phelps.txt
--------------------------------------------------
N                                                               
cross_section_Baohong_phelps.txt
 
 
 
 Conditions
A1     Electric field / N (Td)                                         
A2     Angular frequency / N (m3/s)               0.000    
A3     Cosine of E-B field angle                  0.000    
A4     Gas temperature (K)                        300.0    
A5     Excitation temperature (K)                 300.0    
A6     Transition energy (eV)                     0.000    
A7     Ionization degree                          0.000    
A8     Plasma density (1/m3)                     0.1000E+19
A9     Ion charge parameter                       1.000    
A10    Ion/neutral mass ratio                     1.000    
A11    e-e momentum effects                       0.000    
A12    Energy sharing                             1.000    
A13    Growth model                               1.000    
A14    Maxwellian mean energy (eV)                0.000    
A15    # of grid points                           200.0    
A16    Grid type                                                       
A17    Maximum energy                                                  
A18    Precision                                 0.1000E-09
A19    Convergence                               0.1000E-03
A20    Maximum # of iterations                    1000.    
A21    Mole fraction N2                          0.8000    
A22    Mole fraction O2                          0.2000    
A23    Mole fraction O3                           0.000    
A24    Mole fraction O                            0.000    
A25    Mole fraction N                            0.000    
          R#      A1         A16         A17    
         508   3.448       3.000       2.515    
         509   3.488       3.000       2.515    
         510   3.528       3.000       2.515    
         511   3.569       3.000       2.515    
         512   3.610       3.000       2.515    
         513   3.652       3.000       2.515    
         514   3.695       3.000       2.515    
         515   3.737       3.000       2.515    
         516   3.781       3.000       2.515    
         517   3.825       3.000       2.515    
         518   3.869       3.000       2.515    
         519   3.914       3.000       2.515    
         520   3.959       3.000       2.515    
         521   4.005       3.000       2.515    
         522   4.051       3.000       2.515    
         523   4.098       3.000       2.515    
         524   4.146       3.000       2.515    
         525   4.194       3.000       2.515    
         526   4.243       3.000       2.515    
         527   4.292       3.000       2.515    
         528   4.341       3.000       2.515    
         529   4.392       3.000       2.515    
         530   4.443       3.000       2.515    
         531   4.494       3.000       2.515    
         532   4.546       3.000       2.515    
         533   4.599       3.000       2.515    
         534   4.652       3.000       2.515    
         535   4.706       3.000       2.515    
         536   4.761       3.000       2.515    
         537   4.816       3.000       2.515    
         538   4.872       3.000       2.515    
         539   4.928       3.000       2.515    
         540   4.985       3.000       2.515    
         541   5.043       3.000       2.515    
         542   5.102       3.000       2.515    
         543   5.161       3.000       2.515    
         544   5.221       3.000       2.515    
         545   5.281       3.000       2.515    
         546   5.342       3.000       2.515    
         547   5.404       3.000       2.515    
         548   5.467       3.000       2.515    
         549   5.530       3.000       2.515    
         550   5.594       3.000       2.515    
         551   5.659       3.000       2.515    
         552   5.725       3.000       2.515    
         553   5.791       3.000       2.515    
         554   5.858       3.000       2.515    
         555   5.926       3.000       2.515    
         556   5.995       3.000       2.515    
         557   6.064       3.000       2.515    
         558   6.135       3.000       2.515    
         559   6.206       3.000       2.515    
         560   6.278       3.000       2.515    
         561   6.350       3.000       2.515    
         562   6.424       3.000       2.515    
         563   6.498       3.000       2.515    
         564   6.574       3.000       2.515    
         565   6.650       3.000       2.515    
         566   6.727       3.000       2.515    
         567   6.805       3.000       2.995    
         568   6.884       3.000       2.995    
         569   6.964       3.000       2.995    
         570   7.044       3.000       2.995    
         571   7.126       3.000       2.995    
         572   7.209       3.000       2.995    
         573   7.292       3.000       2.995    
         574   7.377       3.000       2.995    
         575   7.462       3.000       2.995    
         576   7.549       3.000       2.995    
         577   7.636       3.000       2.995    
         578   7.725       3.000       2.995    
         579   7.814       3.000       2.995    
         580   7.905       3.000       2.995    
         581   7.997       3.000       2.995    
         582   8.089       3.000       2.995    
         583   8.183       3.000       2.995    
         584   8.278       3.000       2.995    
         585   8.374       3.000       2.995    
         586   8.471       3.000       2.995    
         587   8.569       3.000       2.995    
         588   8.668       3.000       2.995    
         589   8.769       3.000       2.995    
         590   8.870       3.000       2.995    
         591   8.973       3.000       2.995    
         592   9.077       3.000       2.995    
         593   9.183       3.000       2.995    
         594   9.289       3.000       2.995    
         595   9.397       3.000       2.995    
         596   9.506       3.000       2.995    
         597   9.616       3.000       2.995    
         598   9.727       3.000       2.995    
         599   9.840       3.000       2.995    
         600   9.954       3.000       2.995    
         601   10.07       3.000       2.995    
         602   10.19       3.000       2.995    
         603   10.30       3.000       2.995    
         604   10.42       3.000       2.995    
         605   10.54       3.000       2.995    
         606   10.67       3.000       3.567    
         607   10.79       3.000       3.567    
         608   10.92       3.000       3.567    
         609   11.04       3.000       3.567    
         610   11.17       3.000       3.567    
         611   11.30       3.000       3.567    
         612   11.43       3.000       3.567    
         613   11.56       3.000       3.567    
         614   11.70       3.000       3.567    
         615   11.83       3.000       3.567    
         616   11.97       3.000       3.567    
         617   12.11       3.000       3.567    
         618   12.25       3.000       3.567    
         619   12.39       3.000       3.567    
         620   12.53       3.000       4.248    
         621   12.68       3.000       4.248    
         622   12.83       3.000       4.248    
         623   12.98       3.000       5.060    
         624   13.13       3.000       6.026    
         625   13.28       3.000       6.026    
         626   13.43       3.000       6.026    
         627   13.59       3.000       7.177    
         628   13.74       3.000       7.177    
         629   13.90       3.000       7.177    
         630   14.07       3.000       7.177    
         631   14.23       3.000       7.177    
         632   14.39       3.000       8.548    
         633   14.56       3.000       8.548    
         634   14.73       3.000       8.548    
         635   14.90       3.000       8.548    
         636   15.07       3.000       8.548    
         637   15.25       3.000       8.548    
         638   15.42       3.000       8.548    
         639   15.60       3.000       8.548    
         640   15.78       3.000       10.18    
         641   15.97       3.000       10.18    
         642   16.15       3.000       10.18    
         643   16.34       3.000       10.18    
         644   16.53       3.000       10.18    
         645   16.72       3.000       10.18    
         646   16.91       3.000       10.18    
         647   17.11       3.000       10.18    
         648   17.31       3.000       10.18    
         649   17.51       3.000       10.18    
         650   17.71       3.000       10.18    
         651   17.92       3.000       10.18    
         652   18.12       3.000       10.18    
         653   18.33       3.000       10.18    
         654   18.55       3.000       10.18    
         655   18.76       3.000       12.12    
         656   18.98       3.000       12.12    
         657   19.20       3.000       12.12    
         658   19.42       3.000       12.12    
         659   19.65       3.000       12.12    
         660   19.87       3.000       12.12    
         661   20.10       3.000       12.12    
         662   20.34       3.000       12.12    
         663   20.57       3.000       12.12    
         664   20.81       3.000       12.12    
         665   21.05       3.000       12.12    
         666   21.30       3.000       12.12    
         667   21.54       3.000       12.12    
         668   21.79       3.000       12.12    
         669   22.05       3.000       12.12    
         670   22.30       3.000       12.12    
         671   22.56       3.000       12.12    
         672   22.82       3.000       12.12    
         673   23.09       3.000       14.42    
         674   23.35       3.000       14.42    
         675   23.63       3.000       14.42    
         676   23.90       3.000       14.42    
         677   24.18       3.000       14.42    
         678   24.46       3.000       14.42    
         679   24.74       3.000       14.42    
         680   25.03       3.000       14.42    
         681   25.32       3.000       14.42    
         682   25.61       3.000       14.42    
         683   25.91       3.000       14.42    
         684   26.21       3.000       14.42    
         685   26.51       3.000       14.42    
         686   26.82       3.000       14.42    
         687   27.13       3.000       14.42    
         688   27.44       3.000       14.42    
         689   27.76       3.000       14.42    
         690   28.08       3.000       14.42    
         691   28.41       3.000       14.42    
         692   28.74       3.000       14.42    
         693   29.07       3.000       14.42    
         694   29.41       3.000       14.42    
         695   29.75       3.000       17.13    
         696   30.09       3.000       17.13    
         697   30.44       3.000       17.13    
         698   30.80       3.000       17.13    
         699   31.15       3.000       17.13    
         700   31.51       3.000       17.13    
         701   31.88       3.000       17.13    
         702   32.25       3.000       17.13    
         703   32.62       3.000       17.13    
         704   33.00       3.000       17.13    
         705   33.38       3.000       17.13    
         706   33.77       3.000       17.13    
         707   34.16       3.000       17.13    
         708   34.56       3.000       17.13    
         709   34.96       3.000       17.13    
         710   35.36       3.000       17.13    
         711   35.77       3.000       17.13    
         712   36.19       3.000       17.13    
         713   36.61       3.000       17.13    
         714   37.03       3.000       17.13    
         715   37.46       3.000       17.13    
         716   37.89       3.000       17.13    
         717   38.33       3.000       20.34    
         718   38.78       3.000       20.34    
         719   39.23       3.000       20.34    
         720   39.68       3.000       20.34    
         721   40.14       3.000       20.34    
         722   40.61       3.000       20.34    
         723   41.08       3.000       20.34    
         724   41.55       3.000       20.34    
         725   42.04       3.000       20.34    
         726   42.52       3.000       20.34    
         727   43.02       3.000       20.34    
         728   43.51       3.000       20.34    
         729   44.02       3.000       20.34    
         730   44.53       3.000       20.34    
         731   45.05       3.000       20.34    
         732   45.57       3.000       20.34    
         733   46.10       3.000       20.34    
         734   46.63       3.000       20.34    
         735   47.17       3.000       20.34    
         736   47.72       3.000       20.34    
         737   48.27       3.000       20.34    
         738   48.83       3.000       20.34    
         739   49.40       3.000       24.14    
         740   49.97       3.000       24.14    
         741   50.55       3.000       24.14    
         742   51.13       3.000       24.14    
         743   51.73       3.000       24.14    
         744   52.33       3.000       24.14    
         745   52.93       3.000       24.14    
         746   53.55       3.000       24.14    
         747   54.17       3.000       24.14    
         748   54.79       3.000       24.14    
         749   55.43       3.000       24.14    
         750   56.07       3.000       24.14    
         751   56.72       3.000       24.14    
         752   57.38       3.000       24.14    
         753   58.04       3.000       24.14    
         754   58.72       3.000       24.14    
         755   59.40       3.000       24.14    
         756   60.09       3.000       24.14    
         757   60.78       3.000       24.14    
         758   61.49       3.000       24.14    
         759   62.20       3.000       24.14    
         760   62.92       3.000       28.62    
         761   63.65       3.000       28.62    
         762   64.39       3.000       28.62    
         763   65.13       3.000       28.62    
         764   65.89       3.000       28.62    
         765   66.65       3.000       28.62    
         766   67.43       3.000       28.62    
         767   68.21       3.000       28.62    
         768   69.00       3.000       28.62    
         769   69.80       3.000       28.62    
         770   70.61       3.000       28.62    
         771   71.43       3.000       28.62    
         772   72.25       3.000       28.62    
         773   73.09       3.000       28.62    
         774   73.94       3.000       28.62    
         775   74.80       3.000       28.62    
         776   75.66       3.000       28.62    
         777   76.54       3.000       28.62    
         778   77.43       3.000       28.62    
         779   78.32       3.000       28.62    
         780   79.23       3.000       28.62    
         781   80.15       3.000       33.92    
         782   81.08       3.000       33.92    
         783   82.02       3.000       33.92    
         784   82.97       3.000       33.92    
         785   83.93       3.000       33.92    
         786   84.90       3.000       33.92    
         787   85.89       3.000       33.92    
         788   86.88       3.000       33.92    
         789   87.89       3.000       33.92    
         790   88.91       3.000       33.92    
         791   89.94       3.000       33.92    
         792   90.98       3.000       33.92    
         793   92.04       3.000       33.92    
         794   93.10       3.000       33.92    
         795   94.18       3.000       33.92    
         796   95.28       3.000       33.92    
         797   96.38       3.000       33.92    
         798   97.50       3.000       33.92    
         799   98.63       3.000       33.92    
         800   99.77       3.000       33.92    
         801   100.9       3.000       40.19    
         802   102.1       3.000       40.19    
         803   103.3       3.000       40.19    
         804   104.5       3.000       40.19    
         805   105.7       3.000       40.19    
         806   106.9       3.000       40.19    
         807   108.2       3.000       40.19    
         808   109.4       3.000       40.19    
         809   110.7       3.000       40.19    
         810   112.0       3.000       40.19    
         811   113.3       3.000       40.19    
         812   114.6       3.000       40.19    
         813   115.9       3.000       40.19    
         814   117.2       3.000       40.19    
         815   118.6       3.000       40.19    
         816   120.0       3.000       40.19    
         817   121.4       3.000       40.19    
         818   122.8       3.000       40.19    
         819   124.2       3.000       40.19    
         820   125.6       3.000       40.19    
         821   127.1       3.000       47.59    
         822   128.6       3.000       47.59    
         823   130.1       3.000       47.59    
         824   131.6       3.000       47.59    
         825   133.1       3.000       47.59    
         826   134.6       3.000       47.59    
         827   136.2       3.000       47.59    
         828   137.8       3.000       47.59    
         829   139.4       3.000       47.59    
         830   141.0       3.000       47.59    
         831   142.6       3.000       47.59    
         832   144.3       3.000       47.59    
         833   145.9       3.000       47.59    
         834   147.6       3.000       47.59    
         835   149.3       3.000       47.59    
         836   151.1       3.000       47.59    
         837   152.8       3.000       47.59    
         838   154.6       3.000       47.59    
         839   156.4       3.000       47.59    
         840   158.2       3.000       56.35    
         841   160.0       3.000       56.35    
         842   161.9       3.000       56.35    
         843   163.8       3.000       56.35    
         844   165.7       3.000       56.35    
         845   167.6       3.000       56.35    
         846   169.5       3.000       56.35    
         847   171.5       3.000       56.35    
         848   173.5       3.000       56.35    
         849   175.5       3.000       56.35    
         850   177.5       3.000       56.35    
         851   179.6       3.000       56.35    
         852   181.7       3.000       56.35    
         853   183.8       3.000       56.35    
         854   185.9       3.000       56.35    
         855   188.1       3.000       56.35    
         856   190.2       3.000       56.35    
         857   192.4       3.000       56.35    
         858   194.7       3.000       56.35    
         859   196.9       3.000       66.70    
         860   199.2       3.000       66.70    
         861   201.5       3.000       66.70    
         862   203.8       3.000       66.70    
         863   206.2       3.000       66.70    
         864   208.6       3.000       66.70    
         865   211.0       3.000       66.70    
         866   213.5       3.000       66.70    
         867   215.9       3.000       66.70    
         868   218.4       3.000       66.70    
         869   221.0       3.000       66.70    
         870   223.5       3.000       66.70    
         871   226.1       3.000       66.70    
         872   228.7       3.000       66.70    
         873   231.4       3.000       66.70    
         874   234.1       3.000       66.70    
         875   236.8       3.000       66.70    
         876   239.5       3.000       66.70    
         877   242.3       3.000       78.93    
         878   245.1       3.000       78.93    
         879   248.0       3.000       78.93    
         880   250.8       3.000       78.93    
         881   253.7       3.000       78.93    
         882   256.7       3.000       78.93    
         883   259.7       3.000       78.93    
         884   262.7       3.000       78.93    
         885   265.7       3.000       78.93    
         886   268.8       3.000       78.93    
         887   271.9       3.000       78.93    
         888   275.1       3.000       78.93    
         889   278.3       3.000       78.93    
         890   281.5       3.000       78.93    
         891   284.7       3.000       78.93    
         892   288.0       3.000       78.93    
         893   291.4       3.000       93.39    
         894   294.8       3.000       93.39    
         895   298.2       3.000       93.39    
         896   301.6       3.000       93.39    
         897   305.1       3.000       93.39    
         898   308.7       3.000       93.39    
         899   312.2       3.000       93.39    
         900   315.9       3.000       93.39    
         901   319.5       3.000       93.39    
         902   323.2       3.000       93.39    
         903   327.0       3.000       93.39    
         904   330.8       3.000       93.39    
         905   334.6       3.000       93.39    
         906   338.5       3.000       93.39    
         907   342.4       3.000       93.39    
         908   346.4       3.000       93.39    
         909   350.4       3.000       110.5    
         910   354.4       3.000       110.5    
         911   358.6       3.000       110.5    
         912   362.7       3.000       110.5    
         913   366.9       3.000       110.5    
         914   371.2       3.000       110.5    
         915   375.5       3.000       110.5    
         916   379.8       3.000       110.5    
         917   384.2       3.000       110.5    
